label,text
"Earlier Senator Sasuui Palijo, members of Awami Tehreek and fans of his political ideology laid floral wreaths and Ajraks on the grave of Rasool Bux Palijo."
Paying tribute to Rasool Bux Palijo Senator Sasui Palijo who is also his niece said that Rasool Bux Palijo spearheaded several political struggles in Sindh and gave people of Sindh the courage to stand for their rights adding that he launched successful campaigns against conspiracies hatched by dictators against Sindh.
Poet Suraj Sujawali said that Rasool Bux Palijo and his father Sarvech Sujawali were close cronies who together took part in the MRD movement set into motion during the dictatorship.
"The Shaheed Allah Bux Soomro University of Art, Design and Heritage in Jamshoro recently advertised their vacant vice-chancellor position, but they only want male applicants."
"In the latest development, Bux — a startup from Amsterdam that lets people invest in shares and exchange-traded funds (ETFs) without paying commissions (its pricing is based on flat €1 fees for certain services, no fees for others) — has picked up some investment of its own, an $80 million round that it will be using to grow its business."
"“Since we started, Bux has been trying to make investments affordable and intuitive, and that will still be the case,” he said."
"The average age of a Bux customer is 30, so while affordable and intuitive are definitely priorities to capture younger users, it also means that if Bux can earn their loyalty and show positive returns, it has the potential to keep them for a long time to come."
Naeff said in an interview that Bux isn’t disclosing its valuation with this round.
"But for some context, he confirmed that the startup has around 500,000 customers across the Netherlands, Germany, Austria, France and Belgium, using not just its main Bux Zero app, but also Bux Crypto and Bux X (a contracts for difference [CFDs] app)."
Crypto remains a niche but extremely active part of the wider investment market and Naeff described Bux Crypo — formed out of Bux acquiring Blockport last year — as “very profitable.”
"The bigger Bux had only raised about $35 million before this round, and it’s been around since 2014, so while he wouldn’t comment on wider profitability, you can draw some conclusions from that."
"The opportunity that Bux is targeting is a very simple one: Technology, and specifically innovations in banking and apps, have opened the door to making it significantly easier for the average consumer to engage in a new set of financial services."
"Although there is a wave of so-called neobrokers in the market today, Bux’s unique selling point, Naeff said, is the company’s tech stack."
"In comparison to others providing trading apps, he said Bux is the first and only one of them to have built a full-stack system of its own."
“We are excited about backing BUX as they are the leading neobroker in Europe and have been able to build a platform that is sustainable and scalable.
BUX is the only neobroker in Europe that offers zero commission investing without being dependent on kickbacks or payments for order flow.
"We will support BUX in its journey of pursuing consistent growth for the years to come”, said Alex Leung, assistant GM at Tencent, Strategic Development, in a statement."
Other big European players that have also recently raised big expansion rounds include Amsterdam’s Bux ($80 million in April) and Vienna-based Bitpanda ($170 million in March).
"Interestingly, Tencent also led that last round for Bux, a part of its bigger investment efforts both in fintech and in the region."
"The candidates of Progressive Lawyers Panel, for President Advocate of Supreme Court Manzoor Hussain Larik and General Secretary Miran Bux Shar are optimistic of winning the election and claim support of both the young and senior advocates."
"Led by the award-winning Professor Faizal Bux, the Institute for Water and Wastewater Technology (IWWT), which plays a critical role in monitoring and tracking Covid-19 infection spread in Durban, believes the results of its SARS-CoV-2 wastewater surveillance are a cause for concern."
"It started from Shaheed Allah Bux Park and ended in front of the local press club, where participants held a sit-in and raised slogans against crackdown on fellow partymen."
"Kotri police produced JSQM activists Abdul Khaliq Panhwar, Ali Bux Kaboro, Jibran Soomro and Mohammad Aslam Chandio in the court of a Kotri civil judge to seek their remand."
"Bux offers a host of products, including Bux Zero , its commission-free share trading app; Bux Crypto ; and Bux X , which lets users trade contracts for difference (CFDs)."
"Bux is currently available in the Netherlands, Germany, Austria, France, and Belgium and plans to use the funding to expand to Ireland in the coming weeks and eventually to the UK."
Bux established itself as one of the largest neobrokers in Europe after adding features to bolster user engagement and fund transfers amid the pandemic.
"Much like its peers , Bux experienced record growth in the past year, reaching 500,000 overall users, compared with 350,000 at the end of 2020, while Bux Zero tripled its assets under management, per AltFi."
"Bux also launched new features in the past year to enhance its value proposition among its base users, whose average age is 30."
"Led by Professor Faizal Bux and assisted by Professor Sheena Kumari, the team found a spike in viral loads in wastewater since March 30."
"“This is indicating that eThekwini Municipality may already be experiencing the third wave of Covid-19 infections and that there was a greater number of infected individuals within the community than what is currently being reported,"" Bux said in a statement last week."
